candidate_id,segment_id,split,stage,run_id,source_path,source_row_index,master_time_us,dt_s,left_command,right_command,left_wheel_rate_radps,right_wheel_rate_radps,fan_duty_cycle,px_m,py_m,heading_rad,vf_mps,vr_mps,yaw_rate_radps,delta_af_mps2,delta_ar_mps2,delta_yaw_accel_radps2,predicted_forward_accel_mps2,predicted_right_accel_mps2,predicted_yaw_accel_radps2,measured_yaw_rate_radps,measured_forward_accel_mps2,measured_right_accel_mps2,yaw_rate_residual_radps,forward_accel_residual_mps2,right_accel_residual_mps2,max_contact_relative_speed_mps,load_weighted_contact_relative_speed_mps,load_weighted_lateral_relative_speed_mps,load_weighted_yaw_contact_speed_mps,max_contact_utilization,max_contact_saturation,total_normal_load_n,ground_use
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15564,27263907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.0952949747443,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15564,27263907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.0952949747443,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15565,27264907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10384708643,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15565,27264907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10384708643,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15565,27264907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10384708643,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15565,27264907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10384708643,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15566,27265907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15566,27265907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15566,27265907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15566,27265907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15567,27266907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.113620936871,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15567,27266907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.113620936871,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15567,27266907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.113620936871,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15567,27266907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.113620936871,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15568,27267907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15568,27267907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15568,27267907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15568,27267907,0.001,0.25,0.25,0,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.10873401165,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15569,27268907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.11850785464,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15569,27268907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.11850785464,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15569,27268907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.11850785464,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15569,27268907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.11850785464,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15570,27269907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.123394779861,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15570,27269907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.123394779861,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15570,27269907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.123394779861,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15570,27269907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.123394779861,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15571,27270907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.129503428936,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15571,27270907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.129503428936,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15571,27270907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.129503428936,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15571,27270907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.129503428936,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15572,27271907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15572,27271907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15572,27271907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15572,27271907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15573,27272907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15573,27272907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15573,27272907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15573,27272907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.134390354156,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15574,27273907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.140499010682,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15574,27273907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.140499010682,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15574,27273907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.140499010682,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15574,27273907,0.001,0.25,0.25,0,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.140499010682,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15575,27274907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.144164204597,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15575,27274907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.144164204597,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15575,27274907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.144164204597,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15575,27274907,0.001,0.25,0.25,0.46567269804,0.931345396081,0.8,,,,,,,0,0,0,,,,-0.144164204597,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15576,27275907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.146607652307,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15576,27275907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.146607652307,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15576,27275907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.146607652307,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15576,27275907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.146607652307,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15577,27276907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15577,27276907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15577,27276907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15577,27276907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15578,27277907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15578,27277907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15578,27277907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15578,27277907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15579,27278907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15579,27278907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15579,27278907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15579,27278907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15580,27279907,0.001,0.25,0.25,0.931345396081,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15580,27279907,0.001,0.25,0.25,0.931345396081,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15580,27279907,0.001,0.25,0.25,0.931345396081,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15580,27279907,0.001,0.25,0.25,0.931345396081,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.149051114917,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15581,27280907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15581,27280907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15581,27280907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15581,27280907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.152716308832,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15582,27281907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15582,27281907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15582,27281907,0.001,0.25,0.25,0.46567269804,1.39701813105,0.8,,,,,,,0,0,0,,,,-0.150272846222,0,0,,,,0,,,,,0,1.932931,
