segment_id,split,corrupted,stage
ofnis_000547,train,false,SEC_20_LAUNCH
ofnis_000548,train,false,SEC_20_LAUNCH
ofnis_000549,train,false,SEC_20_LAUNCH
ofnis_000550,held_out,false,SEC_20_LAUNCH
ofnis_000551,held_out,false,SEC_20_LAUNCH
ofnis_000552,train,false,SEC_20_LAUNCH
ofnis_000553,train,false,SEC_20_LAUNCH
ofnis_000554,held_out,false,SEC_20_LAUNCH
ofnis_000555,held_out,false,SEC_20_LAUNCH
ofnis_000556,train,false,SEC_20_LAUNCH
ofnis_000557,held_out,false,SEC_20_LAUNCH
ofnis_000558,validation,false,SEC_20_LAUNCH
ofnis_000559,train,false,SEC_20_LAUNCH
ofnis_000560,train,false,SEC_40_YAW
ofnis_000561,validation,false,SEC_10_STATIC
ofnis_000562,train,false,SEC_20_LAUNCH
ofnis_000563,held_out,false,SEC_20_LAUNCH
ofnis_000564,held_out,false,SEC_20_LAUNCH
ofnis_000565,held_out,false,SEC_20_LAUNCH
ofnis_000566,validation,false,SEC_20_LAUNCH
ofnis_000567,train,false,SEC_20_LAUNCH
ofnis_000568,train,false,SEC_20_LAUNCH
ofnis_000569,train,false,SEC_20_LAUNCH
ofnis_000570,train,false,SEC_20_LAUNCH
ofnis_000571,train,false,SEC_20_LAUNCH
ofnis_000572,train,false,SEC_20_LAUNCH
ofnis_000573,held_out,false,SEC_20_LAUNCH
ofnis_000574,train,false,SEC_20_LAUNCH
ofnis_000575,held_out,false,SEC_20_LAUNCH
ofnis_000576,train,false,SEC_20_LAUNCH
ofnis_000577,train,false,SEC_20_LAUNCH
ofnis_000578,held_out,false,SEC_20_LAUNCH
ofnis_000579,train,false,SEC_20_LAUNCH
ofnis_000580,held_out,false,SEC_20_LAUNCH
ofnis_000581,held_out,false,SEC_20_LAUNCH
ofnis_000582,held_out,false,SEC_20_LAUNCH
ofnis_000583,held_out,false,SEC_20_LAUNCH
ofnis_000584,train,false,SEC_20_LAUNCH
ofnis_000585,train,false,SEC_20_LAUNCH
ofnis_000586,held_out,false,SEC_20_LAUNCH
ofnis_000587,train,false,SEC_20_LAUNCH
ofnis_000588,train,false,SEC_20_LAUNCH
ofnis_000589,validation,false,SEC_20_LAUNCH
ofnis_000590,train,false,SEC_20_LAUNCH
ofnis_000591,validation,false,SEC_20_LAUNCH
ofnis_000592,train,false,SEC_20_LAUNCH
ofnis_000593,held_out,false,SEC_20_LAUNCH
ofnis_000594,train,false,SEC_20_LAUNCH
ofnis_000595,held_out,false,SEC_20_LAUNCH
ofnis_000596,train,false,SEC_20_LAUNCH
ofnis_000597,train,false,SEC_20_LAUNCH
ofnis_000598,held_out,false,SEC_20_LAUNCH
ofnis_000599,held_out,false,SEC_20_LAUNCH
ofnis_000600,held_out,false,SEC_20_LAUNCH
ofnis_000601,train,false,SEC_20_LAUNCH
ofnis_000602,train,false,SEC_20_LAUNCH
ofnis_000603,held_out,false,SEC_20_LAUNCH
ofnis_000604,train,false,SEC_20_LAUNCH
ofnis_000605,train,false,SEC_20_LAUNCH
ofnis_000606,train,false,SEC_20_LAUNCH
ofnis_000607,train,false,SEC_20_LAUNCH
ofnis_000608,train,false,SEC_20_LAUNCH
ofnis_000609,train,false,SEC_20_LAUNCH
ofnis_000610,train,false,SEC_20_LAUNCH
ofnis_000611,held_out,false,SEC_20_LAUNCH
ofnis_000612,train,false,SEC_20_LAUNCH
ofnis_000613,train,false,SEC_20_LAUNCH
ofnis_000614,train,false,SEC_20_LAUNCH
ofnis_000615,train,false,SEC_20_LAUNCH
ofnis_000616,train,false,SEC_20_LAUNCH
ofnis_000617,train,false,SEC_20_LAUNCH
ofnis_000618,train,false,SEC_20_LAUNCH
ofnis_000619,validation,false,SEC_20_LAUNCH
ofnis_000620,train,false,SEC_20_LAUNCH
ofnis_000621,train,false,SEC_20_LAUNCH
ofnis_000622,validation,false,SEC_20_LAUNCH
ofnis_000623,validation,false,SEC_20_LAUNCH
ofnis_000624,train,false,SEC_20_LAUNCH
ofnis_000625,train,false,SEC_20_LAUNCH
ofnis_000626,validation,false,SEC_20_LAUNCH
ofnis_000627,held_out,false,SEC_20_LAUNCH
ofnis_000628,train,false,SEC_20_LAUNCH
ofnis_000629,validation,false,SEC_20_LAUNCH
ofnis_000630,held_out,false,SEC_20_LAUNCH
ofnis_000631,validation,false,SEC_20_LAUNCH
ofnis_000632,held_out,false,SEC_20_LAUNCH
ofnis_000633,train,false,SEC_20_LAUNCH
ofnis_000634,train,false,SEC_20_LAUNCH
ofnis_000635,validation,false,SEC_20_LAUNCH
ofnis_000636,validation,false,SEC_20_LAUNCH
ofnis_000637,held_out,false,SEC_20_LAUNCH
ofnis_000638,validation,false,SEC_20_LAUNCH
ofnis_000639,train,false,SEC_20_LAUNCH
ofnis_000640,train,false,SEC_20_LAUNCH
ofnis_000641,train,false,SEC_20_LAUNCH
ofnis_000642,train,false,SEC_40_YAW
ofnis_000643,train,false,SEC_10_STATIC
ofnis_000644,held_out,false,SEC_20_LAUNCH
ofnis_000645,validation,false,SEC_20_LAUNCH
ofnis_000646,held_out,false,SEC_20_LAUNCH
ofnis_000647,held_out,false,SEC_20_LAUNCH
ofnis_000648,train,false,SEC_20_LAUNCH
ofnis_000649,train,false,SEC_20_LAUNCH
ofnis_000650,train,false,SEC_20_LAUNCH
ofnis_000651,held_out,false,SEC_20_LAUNCH
ofnis_000652,validation,false,SEC_20_LAUNCH
ofnis_000653,validation,false,SEC_20_LAUNCH
ofnis_000654,held_out,false,SEC_20_LAUNCH
ofnis_000655,train,false,SEC_20_LAUNCH
ofnis_000656,held_out,false,SEC_20_LAUNCH
ofnis_000657,train,false,SEC_20_LAUNCH
ofnis_000658,train,false,SEC_20_LAUNCH
ofnis_000659,held_out,false,SEC_20_LAUNCH
ofnis_000660,held_out,false,SEC_20_LAUNCH
ofnis_000661,train,false,SEC_20_LAUNCH
ofnis_000662,validation,false,SEC_20_LAUNCH
ofnis_000663,train,false,SEC_20_LAUNCH
ofnis_000664,train,false,SEC_20_LAUNCH
ofnis_000665,train,false,SEC_20_LAUNCH
ofnis_000666,train,false,SEC_20_LAUNCH
ofnis_000667,train,false,SEC_20_LAUNCH
ofnis_000668,held_out,false,SEC_20_LAUNCH
ofnis_000669,train,false,SEC_20_LAUNCH
ofnis_000670,train,false,SEC_20_LAUNCH
ofnis_000671,train,false,SEC_20_LAUNCH
ofnis_000672,train,false,SEC_20_LAUNCH
ofnis_000673,validation,false,SEC_20_LAUNCH
ofnis_000674,held_out,false,SEC_20_LAUNCH
ofnis_000675,train,false,SEC_20_LAUNCH
ofnis_000676,validation,false,SEC_20_LAUNCH
ofnis_000677,train,false,SEC_20_LAUNCH
ofnis_000678,validation,false,SEC_20_LAUNCH
ofnis_000679,train,false,SEC_20_LAUNCH
ofnis_000680,train,false,SEC_20_LAUNCH
ofnis_000681,train,false,SEC_20_LAUNCH
ofnis_000682,train,false,SEC_20_LAUNCH
ofnis_000683,validation,false,SEC_20_LAUNCH
ofnis_000684,train,false,SEC_20_LAUNCH
ofnis_000685,held_out,false,SEC_20_LAUNCH
ofnis_000686,train,false,SEC_20_LAUNCH
ofnis_000687,validation,false,SEC_20_LAUNCH
ofnis_000688,train,false,SEC_20_LAUNCH
ofnis_000689,held_out,false,SEC_20_LAUNCH
ofnis_000690,held_out,false,SEC_20_LAUNCH
ofnis_000691,validation,false,SEC_20_LAUNCH
ofnis_000692,held_out,false,SEC_20_LAUNCH
ofnis_000693,train,false,SEC_20_LAUNCH
ofnis_000694,train,false,SEC_20_LAUNCH
ofnis_000695,train,false,SEC_20_LAUNCH
ofnis_000696,train,false,SEC_20_LAUNCH
ofnis_000697,validation,false,SEC_20_LAUNCH
ofnis_000698,validation,false,SEC_20_LAUNCH
ofnis_000699,train,false,SEC_20_LAUNCH
ofnis_000700,train,false,SEC_20_LAUNCH
ofnis_000701,train,false,SEC_20_LAUNCH
ofnis_000702,train,false,SEC_20_LAUNCH
ofnis_000703,validation,false,SEC_20_LAUNCH
ofnis_000704,held_out,false,SEC_20_LAUNCH
ofnis_000705,validation,false,SEC_20_LAUNCH
ofnis_000706,validation,false,SEC_20_LAUNCH
ofnis_000707,train,false,SEC_20_LAUNCH
ofnis_000708,train,false,SEC_20_LAUNCH
ofnis_000709,held_out,false,SEC_20_LAUNCH
ofnis_000710,train,false,SEC_20_LAUNCH
ofnis_000711,held_out,false,SEC_20_LAUNCH
ofnis_000712,held_out,false,SEC_20_LAUNCH
ofnis_000713,validation,false,SEC_20_LAUNCH
ofnis_000714,train,false,SEC_20_LAUNCH
ofnis_000715,train,false,SEC_20_LAUNCH
ofnis_000716,train,false,SEC_20_LAUNCH
ofnis_000717,validation,false,SEC_20_LAUNCH
ofnis_000718,train,false,SEC_20_LAUNCH
ofnis_000719,train,false,SEC_20_LAUNCH
ofnis_000720,held_out,false,SEC_20_LAUNCH
ofnis_000721,train,false,SEC_20_LAUNCH
ofnis_000722,train,false,SEC_20_LAUNCH
ofnis_000723,train,false,SEC_20_LAUNCH
ofnis_000724,validation,false,SEC_50_SMOOTH
ofnis_000725,held_out,false,SEC_10_STATIC
ofnis_000726,train,false,SEC_20_LAUNCH
ofnis_000727,train,false,SEC_20_LAUNCH
ofnis_000728,train,false,SEC_20_LAUNCH
ofnis_000729,held_out,false,SEC_20_LAUNCH
ofnis_000730,train,false,SEC_20_LAUNCH
ofnis_000731,train,false,SEC_20_LAUNCH
ofnis_000732,train,false,SEC_20_LAUNCH
ofnis_000733,train,false,SEC_20_LAUNCH
ofnis_000734,validation,false,SEC_20_LAUNCH
ofnis_000735,train,false,SEC_20_LAUNCH
ofnis_000736,validation,false,SEC_20_LAUNCH
ofnis_000737,validation,false,SEC_20_LAUNCH
ofnis_000738,train,false,SEC_20_LAUNCH
ofnis_000739,train,false,SEC_20_LAUNCH
ofnis_000740,train,false,SEC_20_LAUNCH
ofnis_000741,train,false,SEC_20_LAUNCH
ofnis_000742,held_out,false,SEC_20_LAUNCH
ofnis_000743,train,false,SEC_20_LAUNCH
ofnis_000744,validation,false,SEC_20_LAUNCH
ofnis_000745,train,false,SEC_20_LAUNCH
ofnis_000746,train,false,SEC_20_LAUNCH
ofnis_000747,train,false,SEC_20_LAUNCH
ofnis_000748,train,false,SEC_20_LAUNCH
ofnis_000749,train,false,SEC_20_LAUNCH
ofnis_000750,train,false,SEC_20_LAUNCH
ofnis_000751,train,false,SEC_20_LAUNCH
ofnis_000752,train,false,SEC_20_LAUNCH
ofnis_000753,held_out,false,SEC_20_LAUNCH
ofnis_000754,held_out,false,SEC_20_LAUNCH
ofnis_000755,train,false,SEC_20_LAUNCH
ofnis_000756,train,false,SEC_20_LAUNCH
ofnis_000757,validation,false,SEC_20_LAUNCH
ofnis_000758,train,false,SEC_20_LAUNCH
ofnis_000759,held_out,false,SEC_20_LAUNCH
ofnis_000760,train,false,SEC_20_LAUNCH
ofnis_000761,validation,false,SEC_20_LAUNCH
ofnis_000762,train,false,SEC_20_LAUNCH
ofnis_000763,train,false,SEC_20_LAUNCH
ofnis_000764,validation,false,SEC_20_LAUNCH
ofnis_000765,train,false,SEC_20_LAUNCH
ofnis_000766,train,false,SEC_20_LAUNCH
ofnis_000767,train,false,SEC_20_LAUNCH
ofnis_000768,train,false,SEC_20_LAUNCH
ofnis_000769,train,false,SEC_20_LAUNCH
ofnis_000770,held_out,false,SEC_20_LAUNCH
ofnis_000771,train,false,SEC_20_LAUNCH
ofnis_000772,held_out,false,SEC_20_LAUNCH
ofnis_000773,train,false,SEC_20_LAUNCH
ofnis_000774,held_out,false,SEC_20_LAUNCH
ofnis_000775,validation,false,SEC_20_LAUNCH
ofnis_000776,held_out,false,SEC_20_LAUNCH
ofnis_000777,train,false,SEC_20_LAUNCH
ofnis_000778,validation,false,SEC_20_LAUNCH
ofnis_000779,validation,false,SEC_20_LAUNCH
ofnis_000780,train,false,SEC_20_LAUNCH
ofnis_000781,train,false,SEC_20_LAUNCH
ofnis_000782,train,false,SEC_20_LAUNCH
ofnis_000783,held_out,false,SEC_20_LAUNCH
ofnis_000784,held_out,false,SEC_20_LAUNCH
ofnis_000785,validation,false,SEC_20_LAUNCH
ofnis_000786,held_out,false,SEC_50_SMOOTH
ofnis_000787,train,false,SEC_10_STATIC
ofnis_000788,train,false,SEC_20_LAUNCH
ofnis_000789,train,false,SEC_20_LAUNCH
ofnis_000790,validation,false,SEC_20_LAUNCH
ofnis_000791,train,false,SEC_20_LAUNCH
ofnis_000792,train,false,SEC_20_LAUNCH
ofnis_000793,held_out,false,SEC_20_LAUNCH
ofnis_000794,train,false,SEC_20_LAUNCH
ofnis_000795,train,false,SEC_20_LAUNCH
ofnis_000796,train,false,SEC_20_LAUNCH
ofnis_000797,train,false,SEC_20_LAUNCH
ofnis_000798,train,false,SEC_20_LAUNCH
ofnis_000799,held_out,false,SEC_20_LAUNCH
ofnis_000800,held_out,false,SEC_20_LAUNCH
ofnis_000801,train,false,SEC_20_LAUNCH
ofnis_000802,validation,false,SEC_20_LAUNCH
ofnis_000803,train,false,SEC_20_LAUNCH
ofnis_000804,train,false,SEC_20_LAUNCH
ofnis_000805,train,false,SEC_20_LAUNCH
ofnis_000806,train,false,SEC_20_LAUNCH
ofnis_000807,held_out,false,SEC_20_LAUNCH
ofnis_000808,train,false,SEC_20_LAUNCH
ofnis_000809,validation,false,SEC_20_LAUNCH
ofnis_000810,validation,false,SEC_20_LAUNCH
ofnis_000811,train,false,SEC_20_LAUNCH
ofnis_000812,train,false,SEC_20_LAUNCH
ofnis_000813,held_out,false,SEC_20_LAUNCH
ofnis_000814,train,false,SEC_20_LAUNCH
ofnis_000815,held_out,false,SEC_20_LAUNCH
ofnis_000816,train,false,SEC_20_LAUNCH
ofnis_000817,train,false,SEC_20_LAUNCH
ofnis_000818,validation,false,SEC_20_LAUNCH
ofnis_000819,train,false,SEC_20_LAUNCH
ofnis_000820,train,false,SEC_20_LAUNCH
ofnis_000821,train,false,SEC_20_LAUNCH
ofnis_000822,train,false,SEC_20_LAUNCH
ofnis_000823,held_out,false,SEC_20_LAUNCH
ofnis_000824,train,false,SEC_20_LAUNCH
ofnis_000825,train,false,SEC_20_LAUNCH
ofnis_000826,held_out,false,SEC_20_LAUNCH
ofnis_000827,train,false,SEC_20_LAUNCH
ofnis_000828,validation,false,SEC_20_LAUNCH
ofnis_000829,validation,false,SEC_20_LAUNCH
ofnis_000830,train,false,SEC_20_LAUNCH
ofnis_000831,train,false,SEC_20_LAUNCH
ofnis_000832,train,false,SEC_20_LAUNCH
ofnis_000833,train,false,SEC_20_LAUNCH
ofnis_000834,train,false,SEC_20_LAUNCH
ofnis_000835,train,false,SEC_20_LAUNCH
ofnis_000836,train,false,SEC_20_LAUNCH
ofnis_000837,train,false,SEC_20_LAUNCH
ofnis_000838,train,false,SEC_20_LAUNCH
ofnis_000839,held_out,false,SEC_20_LAUNCH
ofnis_000840,train,false,SEC_20_LAUNCH
ofnis_000841,train,false,SEC_20_LAUNCH
ofnis_000842,validation,false,SEC_20_LAUNCH
ofnis_000843,train,false,SEC_20_LAUNCH
ofnis_000844,train,false,SEC_20_LAUNCH
ofnis_000845,validation,false,SEC_20_LAUNCH
ofnis_000846,train,false,SEC_20_LAUNCH
ofnis_000847,validation,false,SEC_20_LAUNCH
ofnis_000848,train,false,SEC_50_SMOOTH
ofnis_000849,train,false,SEC_10_STATIC
ofnis_000850,validation,false,SEC_20_LAUNCH
ofnis_000851,train,false,SEC_20_LAUNCH
ofnis_000852,train,false,SEC_20_LAUNCH
ofnis_000853,held_out,false,SEC_20_LAUNCH
ofnis_000854,validation,false,SEC_20_LAUNCH
ofnis_000855,train,false,SEC_20_LAUNCH
ofnis_000856,train,false,SEC_20_LAUNCH
ofnis_000857,validation,false,SEC_20_LAUNCH
ofnis_000858,train,false,SEC_20_LAUNCH
ofnis_000859,held_out,false,SEC_20_LAUNCH
ofnis_000860,held_out,false,SEC_20_LAUNCH
ofnis_000861,train,false,SEC_20_LAUNCH
ofnis_000862,train,false,SEC_20_LAUNCH
ofnis_000863,train,false,SEC_20_LAUNCH
ofnis_000864,validation,false,SEC_20_LAUNCH
ofnis_000865,train,false,SEC_20_LAUNCH
ofnis_000866,train,false,SEC_20_LAUNCH
ofnis_000867,train,false,SEC_20_LAUNCH
ofnis_000868,held_out,false,SEC_20_LAUNCH
ofnis_000869,train,false,SEC_20_LAUNCH
ofnis_000870,train,false,SEC_20_LAUNCH
ofnis_000871,train,false,SEC_20_LAUNCH
ofnis_000872,train,false,SEC_20_LAUNCH
ofnis_000873,train,false,SEC_20_LAUNCH
ofnis_000874,train,false,SEC_20_LAUNCH
ofnis_000875,train,false,SEC_20_LAUNCH
ofnis_000876,train,false,SEC_20_LAUNCH
ofnis_000877,train,false,SEC_20_LAUNCH
ofnis_000878,held_out,false,SEC_20_LAUNCH
ofnis_000879,validation,false,SEC_20_LAUNCH
ofnis_000880,validation,false,SEC_20_LAUNCH
ofnis_000881,held_out,false,SEC_20_LAUNCH
ofnis_000882,held_out,false,SEC_20_LAUNCH
ofnis_000883,train,false,SEC_20_LAUNCH
ofnis_000884,train,false,SEC_20_LAUNCH
ofnis_000885,train,false,SEC_20_LAUNCH
ofnis_000886,train,false,SEC_20_LAUNCH
ofnis_000887,train,false,SEC_20_LAUNCH
ofnis_000888,held_out,false,SEC_20_LAUNCH
ofnis_000889,held_out,false,SEC_20_LAUNCH
ofnis_000890,held_out,false,SEC_20_LAUNCH
ofnis_000891,train,false,SEC_20_LAUNCH
ofnis_000892,held_out,false,SEC_20_LAUNCH
ofnis_000893,held_out,false,SEC_20_LAUNCH
ofnis_000894,validation,false,SEC_20_LAUNCH
ofnis_000895,train,false,SEC_20_LAUNCH
ofnis_000896,train,false,SEC_20_LAUNCH
ofnis_000897,validation,false,SEC_20_LAUNCH
ofnis_000898,train,false,SEC_20_LAUNCH
ofnis_000899,train,false,SEC_20_LAUNCH
ofnis_000900,held_out,false,SEC_20_LAUNCH
ofnis_000901,train,false,SEC_20_LAUNCH
ofnis_000902,validation,false,SEC_20_LAUNCH
ofnis_000903,train,false,SEC_20_LAUNCH
ofnis_000904,train,false,SEC_20_LAUNCH
ofnis_000905,train,false,SEC_20_LAUNCH
ofnis_000906,validation,false,SEC_20_LAUNCH
ofnis_000907,held_out,false,SEC_20_LAUNCH
ofnis_000908,train,false,SEC_20_LAUNCH
ofnis_000909,held_out,false,SEC_20_LAUNCH
ofnis_000910,train,false,SEC_50_SMOOTH
ofnis_000911,train,false,SEC_10_STATIC
ofnis_000912,validation,false,SEC_10_STATIC
ofnis_000913,train,false,SEC_10_STATIC
ofnis_000914,train,false,SEC_10_STATIC
ofnis_000915,validation,false,SEC_10_STATIC
ofnis_000916,train,false,SEC_10_STATIC
ofnis_000917,train,false,SEC_10_STATIC
ofnis_000918,train,false,SEC_10_STATIC
ofnis_000919,validation,false,SEC_10_STATIC
ofnis_000920,train,false,SEC_10_STATIC
ofnis_000921,train,false,SEC_10_STATIC
ofnis_000922,train,false,SEC_10_STATIC
ofnis_000923,train,false,SEC_10_STATIC
ofnis_000924,train,false,SEC_10_STATIC
ofnis_000925,held_out,false,SEC_20_LAUNCH
ofnis_000926,train,false,SEC_20_LAUNCH
ofnis_000927,held_out,false,SEC_20_LAUNCH
ofnis_000928,train,false,SEC_20_LAUNCH
ofnis_000929,validation,false,SEC_20_LAUNCH
ofnis_000930,validation,false,SEC_20_LAUNCH
ofnis_000931,held_out,false,SEC_20_LAUNCH
ofnis_000932,validation,false,SEC_20_LAUNCH
ofnis_000933,train,false,SEC_20_LAUNCH
ofnis_000934,train,false,SEC_20_LAUNCH
ofnis_000935,train,false,SEC_20_LAUNCH
ofnis_000936,validation,false,SEC_20_LAUNCH
ofnis_000937,train,false,SEC_20_LAUNCH
ofnis_000938,validation,false,SEC_20_LAUNCH
ofnis_000939,held_out,false,SEC_20_LAUNCH
ofnis_000940,train,false,SEC_20_LAUNCH
ofnis_000941,train,false,SEC_20_LAUNCH
ofnis_000942,train,false,SEC_20_LAUNCH
ofnis_000943,held_out,false,SEC_20_LAUNCH
ofnis_000944,validation,false,SEC_20_LAUNCH
ofnis_000945,train,false,SEC_20_LAUNCH
ofnis_000946,train,false,SEC_20_LAUNCH
ofnis_000947,train,false,SEC_20_LAUNCH
ofnis_000948,train,false,SEC_20_LAUNCH
ofnis_000949,validation,false,SEC_20_LAUNCH
ofnis_000950,held_out,false,SEC_20_LAUNCH
ofnis_000951,train,false,SEC_20_LAUNCH
ofnis_000952,validation,false,SEC_20_LAUNCH
ofnis_000953,train,false,SEC_20_LAUNCH
ofnis_000954,train,false,SEC_20_LAUNCH
ofnis_000955,validation,false,SEC_20_LAUNCH
ofnis_000956,train,false,SEC_20_LAUNCH
ofnis_000957,train,false,SEC_20_LAUNCH
ofnis_000958,train,false,SEC_20_LAUNCH
ofnis_000959,train,false,SEC_20_LAUNCH
ofnis_000960,held_out,false,SEC_20_LAUNCH
ofnis_000961,train,false,SEC_20_LAUNCH
ofnis_000962,validation,false,SEC_20_LAUNCH
ofnis_000963,train,false,SEC_20_LAUNCH
ofnis_000964,train,false,SEC_20_LAUNCH
ofnis_000965,train,false,SEC_20_LAUNCH
ofnis_000966,train,false,SEC_20_LAUNCH
ofnis_000967,validation,false,SEC_20_LAUNCH
ofnis_000968,train,false,SEC_20_LAUNCH
ofnis_000969,train,false,SEC_20_LAUNCH
ofnis_000970,train,false,SEC_20_LAUNCH
ofnis_000971,validation,false,SEC_20_LAUNCH
ofnis_000972,train,false,SEC_20_LAUNCH
ofnis_000973,train,false,SEC_20_LAUNCH
ofnis_000974,train,false,SEC_20_LAUNCH
ofnis_000975,train,false,SEC_20_LAUNCH
ofnis_000976,train,false,SEC_20_LAUNCH
ofnis_000977,held_out,false,SEC_20_LAUNCH
ofnis_000978,train,false,SEC_20_LAUNCH
ofnis_000979,train,false,SEC_20_LAUNCH
ofnis_000980,train,false,SEC_20_LAUNCH
ofnis_000981,validation,false,SEC_20_LAUNCH
ofnis_000982,train,false,SEC_20_LAUNCH
ofnis_000983,held_out,false,SEC_20_LAUNCH
ofnis_000984,train,false,SEC_20_LAUNCH
ofnis_000985,validation,false,SEC_50_SMOOTH
ofnis_000986,validation,false,SEC_10_STATIC
ofnis_000987,held_out,false,SEC_10_STATIC
ofnis_000988,train,false,SEC_20_LAUNCH
ofnis_000989,validation,false,SEC_20_LAUNCH
ofnis_000990,train,false,SEC_20_LAUNCH
ofnis_000991,train,false,SEC_20_LAUNCH
ofnis_000992,held_out,false,SEC_20_LAUNCH
ofnis_000993,validation,false,SEC_20_LAUNCH
ofnis_000994,validation,false,SEC_20_LAUNCH
ofnis_000995,train,false,SEC_20_LAUNCH
ofnis_000996,validation,false,SEC_20_LAUNCH
ofnis_000997,train,false,SEC_20_LAUNCH
ofnis_000998,validation,false,SEC_20_LAUNCH
ofnis_000999,train,false,SEC_20_LAUNCH
ofnis_001000,train,false,SEC_20_LAUNCH
ofnis_001001,train,false,SEC_20_LAUNCH
ofnis_001002,held_out,false,SEC_20_LAUNCH
ofnis_001003,train,false,SEC_20_LAUNCH
ofnis_001004,train,false,SEC_20_LAUNCH
ofnis_001005,train,false,SEC_20_LAUNCH
ofnis_001006,validation,false,SEC_20_LAUNCH
ofnis_001007,train,false,SEC_20_LAUNCH
ofnis_001008,train,false,SEC_20_LAUNCH
ofnis_001009,train,false,SEC_20_LAUNCH
ofnis_001010,train,false,SEC_20_LAUNCH
ofnis_001011,validation,false,SEC_20_LAUNCH
ofnis_001012,train,false,SEC_20_LAUNCH
ofnis_001013,validation,false,SEC_20_LAUNCH
ofnis_001014,validation,false,SEC_20_LAUNCH
ofnis_001015,held_out,false,SEC_20_LAUNCH
ofnis_001016,train,false,SEC_20_LAUNCH
ofnis_001017,train,false,SEC_20_LAUNCH
ofnis_001018,train,false,SEC_20_LAUNCH
ofnis_001019,validation,false,SEC_20_LAUNCH
ofnis_001020,validation,false,SEC_20_LAUNCH
ofnis_001021,train,false,SEC_20_LAUNCH
ofnis_001022,held_out,false,SEC_20_LAUNCH
ofnis_001023,held_out,false,SEC_20_LAUNCH
ofnis_001024,train,false,SEC_20_LAUNCH
ofnis_001025,validation,false,SEC_20_LAUNCH
ofnis_001026,train,false,SEC_20_LAUNCH
ofnis_001027,train,false,SEC_20_LAUNCH
ofnis_001028,validation,false,SEC_20_LAUNCH
ofnis_001029,held_out,false,SEC_20_LAUNCH
ofnis_001030,train,false,SEC_20_LAUNCH
ofnis_001031,train,false,SEC_20_LAUNCH
ofnis_001032,train,false,SEC_20_LAUNCH
ofnis_001033,validation,false,SEC_20_LAUNCH
ofnis_001034,train,false,SEC_20_LAUNCH
ofnis_001035,train,false,SEC_20_LAUNCH
ofnis_001036,held_out,false,SEC_20_LAUNCH
ofnis_001037,held_out,false,SEC_20_LAUNCH
ofnis_001038,held_out,false,SEC_20_LAUNCH
ofnis_001039,held_out,false,SEC_20_LAUNCH
ofnis_001040,validation,false,SEC_20_LAUNCH
ofnis_001041,validation,false,SEC_20_LAUNCH
ofnis_001042,train,false,SEC_20_LAUNCH
ofnis_001043,train,false,SEC_20_LAUNCH
ofnis_001044,train,false,SEC_20_LAUNCH
ofnis_001045,held_out,false,SEC_20_LAUNCH
ofnis_001046,held_out,false,SEC_20_LAUNCH
ofnis_001047,train,false,SEC_20_LAUNCH
ofnis_001048,validation,false,SEC_30_STRAIGHT
ofnis_001049,validation,false,SEC_30_STRAIGHT
ofnis_001050,validation,false,SEC_30_STRAIGHT
ofnis_001051,validation,false,SEC_30_STRAIGHT
ofnis_001052,train,false,SEC_30_STRAIGHT
ofnis_001053,train,false,SEC_30_STRAIGHT
ofnis_001054,train,false,SEC_30_STRAIGHT
ofnis_001055,train,false,SEC_30_STRAIGHT
ofnis_001056,train,false,SEC_30_STRAIGHT
ofnis_001057,held_out,false,SEC_30_STRAIGHT
ofnis_001058,train,false,SEC_30_STRAIGHT
ofnis_001059,train,false,SEC_30_STRAIGHT
ofnis_001060,train,false,SEC_30_STRAIGHT
ofnis_001061,train,false,SEC_30_STRAIGHT
ofnis_001062,train,false,SEC_30_STRAIGHT
ofnis_001063,validation,false,SEC_30_STRAIGHT
ofnis_001064,train,false,SEC_30_STRAIGHT
ofnis_001065,validation,false,SEC_30_STRAIGHT
ofnis_001066,train,false,SEC_50_SMOOTH
ofnis_001067,train,false,SEC_10_STATIC
ofnis_001068,validation,false,SEC_20_LAUNCH
ofnis_001069,train,false,SEC_20_LAUNCH
ofnis_001070,held_out,false,SEC_20_LAUNCH
ofnis_001071,held_out,false,SEC_20_LAUNCH
ofnis_001072,train,false,SEC_20_LAUNCH
ofnis_001073,validation,false,SEC_20_LAUNCH
ofnis_001074,held_out,false,SEC_20_LAUNCH
ofnis_001075,train,false,SEC_20_LAUNCH
ofnis_001076,held_out,false,SEC_20_LAUNCH
ofnis_001077,train,false,SEC_20_LAUNCH
ofnis_001078,held_out,false,SEC_20_LAUNCH
ofnis_001079,held_out,false,SEC_20_LAUNCH
ofnis_001080,train,false,SEC_20_LAUNCH
ofnis_001081,held_out,false,SEC_20_LAUNCH
ofnis_001082,held_out,false,SEC_20_LAUNCH
ofnis_001083,held_out,false,SEC_20_LAUNCH
ofnis_001084,validation,false,SEC_20_LAUNCH
ofnis_001085,train,false,SEC_20_LAUNCH
ofnis_001086,train,false,SEC_20_LAUNCH
ofnis_001087,train,false,SEC_20_LAUNCH
ofnis_001088,train,false,SEC_20_LAUNCH
ofnis_001089,train,false,SEC_20_LAUNCH
ofnis_001090,train,false,SEC_20_LAUNCH
ofnis_001091,train,false,SEC_50_SMOOTH
ofnis_001092,train,false,SEC_50_SMOOTH
ofnis_001093,validation,false,SEC_10_STATIC
